,img_path,2_way_label,3_way_label,6_way_label
3215,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\defx1p.jpg,1.0,0.0,0.0
3216,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\72y1r8.jpg,1.0,0.0,0.0
3217,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cicg0da.jpg,0.0,2.0,4.0
3218,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cgi75iw.jpg,0.0,2.0,4.0
3219,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4pd07t.jpg,1.0,0.0,0.0
3220,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3bg1kf.jpg,1.0,0.0,0.0
3221,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6cvz1z.jpg,1.0,0.0,0.0
3222,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1kw5v1.jpg,0.0,2.0,2.0
3223,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9f14rg.jpg,1.0,0.0,0.0
3224,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6tt8hl.jpg,1.0,0.0,0.0
3225,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bt5msx.jpg,1.0,0.0,0.0
3226,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d0t7vav.jpg,0.0,2.0,4.0
3227,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7l2d64.jpg,0.0,2.0,2.0
3228,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cdzhi9.jpg,1.0,0.0,0.0
3229,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\coigaec.jpg,0.0,2.0,4.0
3230,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\21t2rj.jpg,0.0,2.0,2.0
3231,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c24ewn.jpg,0.0,2.0,2.0
3232,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6uswcx.jpg,1.0,0.0,0.0
3233,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cpa77aq.jpg,0.0,2.0,4.0
3234,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c5q013h.jpg,0.0,2.0,4.0
3235,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3p9vl9.jpg,0.0,2.0,2.0
3236,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\auxz3q.jpg,1.0,0.0,0.0
3237,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckndqxd.jpg,0.0,2.0,4.0
3238,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cb3hygx.jpg,0.0,2.0,4.0
3239,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\63fk46.jpg,0.0,2.0,1.0
3240,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cu7fzt.jpg,1.0,0.0,0.0
3241,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cboxbi7.jpg,0.0,2.0,4.0
3242,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\aws0ag.jpg,1.0,0.0,0.0
3243,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7jtxbs.jpg,0.0,2.0,2.0
3244,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cgyxthl.jpg,0.0,2.0,4.0
3245,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cgs0ocn.jpg,0.0,2.0,4.0
3246,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2re9lg.jpg,1.0,0.0,0.0
3247,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c88d80v.jpg,0.0,2.0,4.0
3248,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dgjv5q.jpg,1.0,0.0,0.0
3249,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5yy3ew.jpg,0.0,2.0,2.0
3250,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c8ghuo.jpg,1.0,0.0,0.0
3251,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bxxoq9.jpg,0.0,2.0,2.0
3252,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ei2jp16.jpg,0.0,2.0,4.0
3253,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ddzauu4.jpg,0.0,2.0,4.0
3254,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2vx6bn.jpg,1.0,0.0,0.0
3255,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\zl0uh.jpg,1.0,0.0,0.0
3256,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dajl7n.jpg,1.0,0.0,0.0
3257,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d8yfng.jpg,1.0,0.0,0.0
3258,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3fb454.jpg,1.0,0.0,0.0
3259,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\clbatqq.jpg,0.0,2.0,4.0
3260,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\39ksyy.jpg,1.0,0.0,0.0
3261,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8ojw3e.jpg,0.0,2.0,5.0
3262,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\clt4jiz.jpg,0.0,2.0,4.0
3263,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cznl1m.jpg,1.0,0.0,0.0
3264,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bgzkmg.jpg,0.0,2.0,1.0
3265,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\484dhc.jpg,0.0,1.0,5.0
3266,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\97fxln.jpg,0.0,2.0,2.0
3267,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bqodw7.jpg,1.0,0.0,0.0
3268,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2vskih.jpg,1.0,0.0,0.0
3269,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\94uc9t.jpg,0.0,2.0,5.0
3270,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c8pncha.jpg,0.0,2.0,4.0
3271,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3xkylx.jpg,1.0,0.0,0.0
3272,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\crrsqut.jpg,0.0,2.0,4.0
3273,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4adxis.jpg,0.0,2.0,3.0
3274,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5ultdr.jpg,0.0,2.0,2.0
3275,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dlytdpg.jpg,0.0,2.0,4.0
3276,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2itpg0.jpg,1.0,0.0,0.0
3277,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ci2cyvf.jpg,0.0,2.0,4.0
3278,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\dckdqk.jpg,1.0,0.0,0.0
3279,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7zhar0.jpg,0.0,2.0,2.0
3280,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c9qkfho.jpg,0.0,2.0,4.0
3281,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cb58ad5.jpg,0.0,2.0,4.0
3282,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cnp24yd.jpg,0.0,2.0,4.0
3283,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cboiu5.jpg,1.0,0.0,0.0
3284,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8222xj.jpg,0.0,2.0,2.0
3285,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ciw45w.jpg,1.0,0.0,0.0
3286,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c71yfsp.jpg,0.0,2.0,4.0
3287,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\16nvsc.jpg,1.0,0.0,0.0
3288,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cr6v0s5.jpg,0.0,2.0,4.0
3289,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\96tbfn.jpg,0.0,2.0,2.0
3290,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\23yxsp.jpg,1.0,0.0,0.0
3291,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c6d6l82.jpg,0.0,2.0,4.0
3292,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4sj298.jpg,0.0,2.0,2.0
3293,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ba9bel.jpg,0.0,2.0,1.0
3294,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2hi9y6.jpg,0.0,2.0,2.0
3295,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\br4f5e.jpg,0.0,2.0,2.0
3296,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c7i0a8.jpg,0.0,2.0,5.0
3297,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\br4zu3.jpg,1.0,0.0,0.0
3298,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ctq5v4b.jpg,0.0,2.0,4.0
3299,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2a6l8k.jpg,1.0,0.0,0.0
3300,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cf6yxtc.jpg,0.0,2.0,4.0
3301,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\570x4a.jpg,1.0,0.0,0.0
3302,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1y13cj.jpg,1.0,0.0,0.0
3303,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cibzgmt.jpg,0.0,2.0,4.0
3304,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\creu50v.jpg,0.0,2.0,4.0
3305,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckzrrgc.jpg,0.0,2.0,4.0
3306,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cfk5mnb.jpg,0.0,2.0,4.0
3307,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cm5nl5.jpg,1.0,0.0,0.0
3308,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\92vthz.jpg,0.0,2.0,2.0
3309,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bdiyka.jpg,1.0,0.0,0.0
3310,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5be2p5.jpg,1.0,0.0,0.0
3311,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cub88l.jpg,1.0,0.0,0.0
3312,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5x49or.jpg,0.0,2.0,1.0
3313,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d8m148.jpg,1.0,0.0,0.0
3314,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6ozpmv.jpg,1.0,0.0,0.0
3315,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3jcbd4.jpg,1.0,0.0,0.0
3316,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4y1ici.jpg,0.0,2.0,3.0
3317,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\16qxog.jpg,1.0,0.0,0.0
3318,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\atzydz.jpg,1.0,0.0,0.0
3319,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cja1goa.jpg,0.0,2.0,4.0
3320,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\e3wwylb.jpg,0.0,2.0,4.0
3321,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\54dvs3.jpg,0.0,2.0,5.0
3322,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cke59zf.jpg,0.0,2.0,4.0
3323,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cjd8dbr.jpg,0.0,2.0,4.0
3324,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8uugie.jpg,0.0,2.0,2.0
3325,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cjyfq5.jpg,1.0,0.0,0.0
3326,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7t5m20.jpg,1.0,0.0,0.0
3327,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c5ofjhl.jpg,0.0,2.0,4.0
3328,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8p9pmf.jpg,1.0,0.0,0.0
3329,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\937sfw.jpg,0.0,2.0,2.0
3330,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9fm4k5.jpg,1.0,0.0,0.0
3331,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d14rbi.jpg,1.0,0.0,0.0
3332,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cg21sdj.jpg,0.0,2.0,4.0
3333,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\47pvc8.jpg,0.0,1.0,5.0
3334,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d95lqy.jpg,1.0,0.0,0.0
3335,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d4xx3mw.jpg,0.0,2.0,4.0
3336,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5g7in2.jpg,0.0,2.0,3.0
3337,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\23uovb.jpg,1.0,0.0,0.0
3338,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cw9byvn.jpg,0.0,2.0,4.0
3339,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4xdf9u.jpg,1.0,0.0,0.0
3340,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b1hhzf.jpg,0.0,2.0,2.0
3341,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bguanb.jpg,1.0,0.0,0.0
3342,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\32im5n.jpg,0.0,2.0,1.0
3343,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cpd4wb.jpg,1.0,0.0,0.0
3344,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cgj4cko.jpg,0.0,2.0,4.0
3345,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ctm2q5e.jpg,0.0,2.0,4.0
3346,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cdmykp.jpg,0.0,2.0,2.0
3347,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ch587ty.jpg,0.0,2.0,4.0
3348,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1as1m3.jpg,0.0,2.0,2.0
3349,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cvhaog.jpg,1.0,0.0,0.0
3350,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cmucn9c.jpg,0.0,2.0,4.0
3351,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5b3e8x.jpg,1.0,0.0,0.0
3352,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cnz658v.jpg,0.0,2.0,4.0
3353,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c65esj.jpg,0.0,2.0,2.0
3354,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d057bv4.jpg,0.0,2.0,4.0
3355,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d4vcq7.jpg,1.0,0.0,0.0
3356,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ewjurxv.jpg,0.0,2.0,4.0
3357,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c69fymy.jpg,0.0,2.0,4.0
3358,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cfait3.jpg,1.0,0.0,0.0
3359,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cjhh8un.jpg,0.0,2.0,4.0
3360,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cai83j.jpg,1.0,0.0,0.0
3361,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2x26pq.jpg,1.0,0.0,0.0
3362,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\432d31.jpg,1.0,0.0,0.0
3363,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\651lum.jpg,1.0,0.0,0.0
3364,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ckghg4z.jpg,0.0,2.0,4.0
3365,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\16ha9a.jpg,1.0,0.0,0.0
3366,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cmg0sr5.jpg,0.0,2.0,4.0
3367,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\67w1kd.jpg,0.0,2.0,2.0
3368,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7uxgp2.jpg,1.0,0.0,0.0
3369,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c80fr53.jpg,0.0,2.0,4.0
3370,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cx4w3y.jpg,1.0,0.0,0.0
3371,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bcgtek.jpg,1.0,0.0,0.0
3372,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2hdsb5.jpg,1.0,0.0,0.0
3373,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\eq4sxn5.jpg,0.0,2.0,4.0
3374,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b9ifii.jpg,1.0,0.0,0.0
3375,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3bdss4.jpg,1.0,0.0,0.0
3376,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c5m66om.jpg,0.0,2.0,4.0
3377,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\crgzx5e.jpg,0.0,2.0,4.0
3378,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d0buy30.jpg,0.0,2.0,4.0
3379,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\d4waksv.jpg,0.0,2.0,4.0
3380,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b3t30s.jpg,0.0,2.0,2.0
3381,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5xps0y.jpg,0.0,2.0,5.0
3382,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c87e7px.jpg,0.0,2.0,4.0
3383,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cb4u7fk.jpg,0.0,2.0,4.0
3384,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4bktye.jpg,1.0,0.0,0.0
3385,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cxxva5n.jpg,0.0,2.0,4.0
3386,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\54qf5l.jpg,0.0,1.0,5.0
3387,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\3pskss.jpg,1.0,0.0,0.0
3388,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5gwr9g.jpg,0.0,2.0,2.0
3389,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\5mbmvd.jpg,0.0,2.0,1.0
3390,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cyijps.jpg,1.0,0.0,0.0
3391,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\caqllvi.jpg,0.0,2.0,4.0
3392,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\c9a4b10.jpg,0.0,2.0,4.0
3393,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cs8dbct.jpg,0.0,2.0,4.0
3394,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\104rf1.jpg,0.0,2.0,2.0
3395,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\9ehovd.jpg,1.0,0.0,0.0
3396,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bgcebn.jpg,1.0,0.0,0.0
3397,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4mfj4z.jpg,0.0,2.0,2.0
3398,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cj0snmq.jpg,0.0,2.0,4.0
3399,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\br5kd9.jpg,1.0,0.0,0.0
3400,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4x8ch2.jpg,1.0,0.0,0.0
3401,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b0403i.jpg,0.0,2.0,2.0
3402,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\4a9t7x.jpg,1.0,0.0,0.0
3403,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cm8iln1.jpg,0.0,2.0,4.0
3404,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\283xud.jpg,1.0,0.0,0.0
3405,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\2eyuo4.jpg,1.0,0.0,0.0
3406,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bmb4cc.jpg,1.0,0.0,0.0
3407,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b4sb4u.jpg,1.0,0.0,0.0
3408,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cc3wxwb.jpg,0.0,2.0,4.0
3409,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b5i1vu.jpg,0.0,2.0,2.0
3410,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\bzim9n.jpg,1.0,0.0,0.0
3411,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\7zely0.jpg,1.0,0.0,0.0
3412,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\8so06s.jpg,0.0,2.0,2.0
3413,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\ch58bpn.jpg,0.0,2.0,4.0
3414,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\au4m5q.jpg,1.0,0.0,0.0
3415,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1ww602.jpg,1.0,0.0,0.0
3416,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\auku56.jpg,1.0,0.0,0.0
3417,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\clgmkb.jpg,1.0,0.0,0.0
3418,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\awltzh.jpg,1.0,0.0,0.0
3419,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cwmps0.jpg,1.0,0.0,0.0
3420,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\daaktz.jpg,0.0,2.0,2.0
3421,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b29i5v.jpg,1.0,0.0,0.0
3422,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\crc1ump.jpg,0.0,2.0,4.0
3423,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cq636mb.jpg,0.0,2.0,4.0
3424,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1tco9h.jpg,1.0,0.0,0.0
3425,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b5gz6m.jpg,0.0,2.0,2.0
3426,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cbp4p2w.jpg,0.0,2.0,4.0
3427,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\76pguh.jpg,0.0,2.0,3.0
3428,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\77jxq0.jpg,0.0,2.0,2.0
3429,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6lnziz.jpg,0.0,2.0,5.0
3430,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\deylpzu.jpg,0.0,2.0,4.0
3431,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\atp6ks.jpg,0.0,2.0,2.0
3432,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cipbp1l.jpg,0.0,2.0,4.0
3433,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b2t70z.jpg,1.0,0.0,0.0
3434,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\6q7fba.jpg,0.0,2.0,3.0
3435,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\1yxc1r.jpg,1.0,0.0,0.0
3436,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b5xvdv.jpg,0.0,2.0,2.0
3437,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cpz8v0.jpg,1.0,0.0,0.0
3438,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b18il9.jpg,0.0,2.0,2.0
3439,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\57eijp.jpg,0.0,2.0,2.0
3440,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\b4wipb.jpg,1.0,0.0,0.0
3441,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\azg1fl.jpg,0.0,1.0,5.0
3442,D:\UB\2nd_sem\CSE_676_DL\Project\DL_work\Code\Images\cef5imk.jpg,0.0,2.0,4.0
